upload,caption,likes_list,hashtag,location,photo
2020-03-12T07:06:10.000Z,Jangan lewatkan segelas kafein untuk mood yang lebih baik hari ini. #SegelasKopiUntukKawan,86 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/89438710_1046860552362294_593588809418786288_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=gQPiDlQYf5YAX9iNevj&oh=11c46afa470a5283aacd876b5239a8e7&oe=5F3B7AFF
2020-03-10T10:12:58.000Z,Menemani kawan berproses adalah kesenangan untuk kami. Ditemani Kopi Susu Regal untuk menjaga mood tetap baik.#SegelasKopiUntukKawan,61 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89387006_191644618828105_6106417820830256859_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Hxj55DzpV9oAX-nucd-&oh=d97b271adc05d9a881f8c4482f51016c&oe=5F3BFFAB
2020-03-07T11:07:34.000Z,Menyajikan kopi dengan manual brew ternyata ga kalah populer dengan kopi susu yang sekarang sedang menjamur dan banyak dipilih.Dalam kopi manual brew terdapat berbagai jenis beans yang bisa kalian pilih. Dan dalam manual brew ini karakter yang dimiliki masing-masing bisa lebih terasa.Kalau kawan bingung mau memih beans jenis apa jangan ragu apalagi malu untuk meminta bantuan kepada barista.#SegelasKopiUntukKawan,75 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/89438749_638673840028795_777232551359535506_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=S2yz7nZby2gAX_ydf3Q&oh=8b102f06ae5da39fa829eb40280b25d5&oe=5F3BEB47
2020-02-29T08:59:55.000Z,"Sudah memiliki agenda akhir pekan ini mau kemana? Berkumpul bersama teman dan segelas kopi bisa menjadi pilihan.Karena mengkonsumsi kafein dapat meningkatkan berbagai fungsi otak termasuk memperbaiki suasana hati.Biar suasana hati kamu semakin baik, kami sudah menyiapkan rekomendasi beans untuk seminggu kedepan. Slide ke kiri untuk mengetahui apa saja yang tersedia.#SegelasKopiUntukKawan #serujukinfo",76 likes,#SegelasKopiUntukKawan #serujukinfo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87509557_636251603584835_6191625881921113147_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=U7AVigsxxzsAX9H5TFX&oh=86d80d775070008c943690cb0f8b6a17&oe=5F3C5971
2020-02-27T06:31:33.000Z,Bahagia bisa terlahir dari sekedar mensyukuri hal-hal kecil yang kita alami. Oleh karenanya menjadi bahagia adalah pilihan yang bisa kita ambil setiap harinya.#SegelasKopiUntukKawan,73 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/87423339_277316453244739_3175290447860985848_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=G3OMl6GfbnQAX_80a1q&oh=ea7fa9fd769bcd898329ac0354158b31&oe=5F3BAE59
2020-02-25T08:22:59.000Z,Masih dengan semangat yang sama menyeduh kopi untuk kawan di saat musim hujan seperti ini untuk mengaktifkan kembali semangatmu.#SecangkirKopiUntukKawan,94 likes,#SecangkirKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82088789_130280315171443_847795274998053760_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=KM8bYzj7CFwAX8NQCx2&oh=be9404863b9320fcd614f74107558b4f&oe=5F3A861D
2020-02-20T08:52:37.000Z,"Karena Solo sedang diselimuti mendung dan cuaca menjadi lebih dingin, kami menyarankan kepada kawan untuk menghangatkan badan dengan segelas kopi hangat.Karena selain menghangatkan badan juga menjadikan tubuh lebih segar dan bertenaga. Tetap jaga kesehataan agar aktivitasmu tetap berjalan lancar ya.#SegelasKopiUntukKawan",58 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85181656_216330256171015_5687870352193165163_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Vc15HU_tjL8AX_uEekk&oh=7156236fe64e2cbd79fb9bf716d5f350&oe=5F3A1D31
2020-02-18T07:27:53.000Z,Ada kalanya kita harus memberikan ruang untuk diri sendiri. Mencoba berkelana dan mencari kebahagiaan sendiri.Biarkan tempat kami yang menjadi teman untuk perjalananmu. Dengan #SegelasKopiUntukKawan yang selalu siap tersaji.,87 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85096844_618452352058490_3832760250289293069_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=WZBvvbTeerwAX853HaB&oh=d0af7ba9d145ce3cf69d9b02fdd0473b&oe=5F3DDA82
2020-02-15T05:32:50.000Z,Selamat berakhir pekan!Masih dalam bulan kasih ini kita mau membagikan playlist yang menceritakan “bitter sweet of love” di Serujuk Playlist Untuk Kawan Vol. 1 yang bisa kalian dengarkan melalui link di bio kami.#SegelasKopiUntukKawan,469 views,#SegelasKopiUntukKawan,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t50.2886-16/86169917_101642908053823_4374184418324887327_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=JosWzv2kv2wAX9AhZAM&vs=17847398878900694_2477280945&_nc_vs=HBksFQAYJEdEM1pJZ1Utc1cyVmNWd0FBQl8zVFpTTk9iUThia1lMQUFBRhUAAsgBABUAGCRHQmc3SGdYVWRHeklxWnNBQUFEUTMtRC1DWUllYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAYABasue3Iq4e0PxUCKAJDMywXQD4IcrAgxJwYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&_nc_rid=1840e9214f&oe=5F14AF5B&oh=20651e813cfbad9955d1bd086f84cbe3
2020-02-13T10:23:55.000Z,Merupakan pasangan yang sangat serasi sekali segelas minuman Serujuk Coffee dengan sepotong donat akan membuat harimu terasa manis.Akan ada paket spesial untuk kawan dan orang tersayang. Nantikan besok ya. Stay tune!#SegelasKopiUntukKawan,81 likes,#SegelasKopiUntukKawan,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/84061715_183800716273450_4152840679860010989_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=r0rxyusteqEAX8S_ZdI&oh=5d7590cfaeb00bc9f7558ead94badbfe&oe=5F3A8E2E
